SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
INGERRAND, EQ, 29-Jun-2017, 844.60, 843.05, 855.00, 840.85, 850.00, 851.80, 848.93, 6086, 51.67, 1055, 3829, 62.91
INOXLEISUR, EQ, 29-Jun-2017, 262.30, 263.10, 265.95, 260.65, 263.70, 263.85, 263.42, 42024, 110.70, 1203, 25550, 60.80
INOXWIND, EQ, 29-Jun-2017, 142.50, 143.40, 144.40, 141.05, 143.40, 143.10, 143.02, 237414, 339.56, 2631, 91775, 38.66
INSECTICID, EQ, 29-Jun-2017, 629.65, 632.00, 662.25, 631.10, 635.15, 640.05, 645.31, 27009, 174.29, 1375, 7833, 29.00
INTELLECT, EQ, 29-Jun-2017, 120.35, 120.35, 123.40, 120.35, 122.10, 122.05, 121.93, 213925, 260.83, 2483, 104373, 48.79
INTENTECH, EQ, 29-Jun-2017, 120.70, 124.60, 124.60, 121.10, 123.80, 122.00, 122.30, 17046, 20.85, 212, 13484, 79.10
INVENTURE, EQ, 29-Jun-2017, 12.50, 12.25, 12.75, 12.25, 12.75, 12.75, 12.67, 74873, 9.49, 101, 42088, 56.21
IOB, EQ, 29-Jun-2017, 24.80, 25.00, 25.05, 24.70, 24.90, 24.80, 24.89, 512910, 127.66, 1748, 242701, 47.32
IOC, EQ, 29-Jun-2017, 387.15, 388.85, 391.90, 381.90, 387.00, 386.85, 387.48, 4792349, 18569.27, 46151, 2747009, 57.32
IOLCP, EQ, 29-Jun-2017, 49.10, 49.50, 52.85, 49.20, 51.05, 51.15, 50.37, 21945, 11.05, 266, 13235, 60.31
IPAPPM, EQ, 29-Jun-2017, 293.10, 293.50, 294.75, 290.50, 291.00, 291.35, 292.45, 9609, 28.10, 171, 9072, 94.41
IPCALAB, EQ, 29-Jun-2017, 480.10, 483.40, 485.00, 476.20, 480.00, 480.00, 480.50, 155316, 746.29, 5504, 120996, 77.90
IRB, EQ, 29-Jun-2017, 206.65, 207.60, 211.45, 207.60, 210.50, 210.05, 209.86, 1542920, 3237.97, 13424, 382866, 24.81
IRBINVIT, IV, 29-Jun-2017, 96.01, 98.45, 98.45, 95.00, 95.25, 95.17, 95.59, 1020000, 975.02, 149, 735000, 72.06
IRFC, N1, 29-Jun-2017, 1135.00, 1133.52, 1135.00, 1133.52, 1135.00, 1135.00, 1134.26, 1000, 11.34, 4, 500, 50.00
IRFC, N2, 29-Jun-2017, 1196.30, 1194.08, 1199.00, 1194.05, 1199.00, 1199.00, 1197.01, 943, 11.29, 5, 813, 86.21
IRFC, N4, 29-Jun-2017, 1140.00, 1130.06, 1130.06, 1130.06, 1130.06, 1130.06, 1130.06, 100, 1.13, 1, 100, 100.00
IRFC, N9, 29-Jun-2017, 1198.00, 1170.25, 1189.89, 1170.15, 1189.89, 1189.89, 1173.46, 240, 2.82, 4, 200, 83.33
IRFC, NA, 29-Jun-2017, 1220.00, 1220.00, 1220.00, 1220.00, 1220.00, 1220.00, 1220.00, 87, 1.06, 3, 87, 100.00
IRFC, ND, 29-Jun-2017, 1175.00, 1185.00, 1185.00, 1185.00, 1185.00, 1185.00, 1185.00, 25, 0.30, 1, 25, 100.00
IRFC, NE, 29-Jun-2017, 1274.00, 1275.00, 1275.00, 1275.00, 1275.00, 1275.00, 1275.00, 140, 1.79, 1, 140, 100.00
IRFC, NF, 29-Jun-2017, 1051.60, 1101.00, 1101.00, 1101.00, 1101.00, 1101.00, 1101.00, 1, 0.01, 1, 1, 100.00
IRFC, NI, 29-Jun-2017, 1099.00, 1093.00, 1095.00, 1093.00, 1095.00, 1095.00, 1094.26, 806, 8.82, 8, 806, 100.00
IRFC, NJ, 29-Jun-2017, 1158.00, 1151.50, 1159.99, 1150.00, 1158.95, 1158.95, 1152.80, 5855, 67.50, 29, 4337, 74.07
IRFC, NK, 29-Jun-2017, 1171.00, 1171.00, 1179.00, 1171.00, 1176.00, 1176.00, 1177.49, 1725, 20.31, 9, 1724, 99.94
IRFC, NO, 29-Jun-2017, 1176.99, 1175.00, 1175.00, 1173.50, 1173.50, 1173.50, 1173.86, 900, 10.56, 5, 900, 100.00
ISFT, EQ, 29-Jun-2017, 375.50, 374.50, 423.00, 374.00, 404.00, 405.65, 408.39, 157639, 643.78, 5305, 74154, 47.04
ISMTLTD, EQ, 29-Jun-2017, 11.05, 11.35, 12.45, 11.35, 11.90, 11.95, 12.08, 261166, 31.54, 861, 123573, 47.32
ITC, EQ, 29-Jun-2017, 308.35, 309.10, 313.25, 308.60, 310.10, 311.60, 311.36, 9929212, 30915.83, 103758, 5996413, 60.39
ITDC, EQ, 29-Jun-2017, 529.85, 533.05, 554.80, 533.00, 541.00, 538.85, 545.00, 55181, 300.74, 2219, 14517, 26.31
ITDCEM, EQ, 29-Jun-2017, 166.95, 167.50, 168.40, 164.20, 166.00, 167.00, 166.59, 130020, 216.61, 1723, 69909, 53.77
ITI, EQ, 29-Jun-2017, 88.05, 88.50, 91.40, 88.40, 88.50, 88.90, 89.86, 609784, 547.96, 5183, 174074, 28.55
IVC, EQ, 29-Jun-2017, 14.40, 14.45, 14.55, 13.95, 14.50, 14.50, 14.32, 321565, 46.05, 620, 168941, 52.54
IVP, EQ, 29-Jun-2017, 159.90, 161.05, 161.05, 156.20, 157.10, 158.80, 159.45, 7436, 11.86, 131, 5374, 72.27
IVRCLINFRA, EQ, 29-Jun-2017, 4.10, 4.10, 4.50, 4.10, 4.30, 4.30, 4.25, 1539329, 65.45, 950, 656297, 42.64
IVZINGOLD, EQ, 29-Jun-2017, 2645.00, 2612.00, 2612.00, 2612.00, 2612.00, 2612.00, 2612.00, 2, 0.05, 2, 2, 100.00
IVZINNIFTY, EQ, 29-Jun-2017, 979.80, 991.25, 991.25, 988.95, 988.95, 988.95, 990.48, 15, 0.15, 2, 15, 100.00
IZMO, EQ, 29-Jun-2017, 53.25, 53.55, 54.85, 53.35, 53.65, 53.70, 53.95, 26169, 14.12, 169, 16841, 64.35
J&KBANK, EQ, 29-Jun-2017, 88.70, 90.30, 91.50, 87.10, 87.90, 87.80, 90.14, 544558, 490.87, 6765, 346357, 63.60
JAGRAN, EQ, 29-Jun-2017, 180.15, 180.65, 183.80, 178.00, 183.50, 181.25, 180.58, 93727, 169.25, 1987, 79767, 85.11
JAGSNPHARM, EQ, 29-Jun-2017, 34.90, 35.15, 38.00, 35.00, 35.50, 35.65, 35.81, 13742, 4.92, 218, 5882, 42.80
JAIBALAJI, EQ, 29-Jun-2017, 14.15, 14.35, 14.85, 14.25, 14.50, 14.50, 14.54, 2507, 0.36, 16, 2226, 88.79
JAICORPLTD, EQ, 29-Jun-2017, 79.30, 79.70, 81.30, 79.00, 79.40, 79.55, 80.12, 449753, 360.35, 3506, 136636, 30.38
JAINSTUDIO, BE, 29-Jun-2017, 4.55, 4.75, 4.75, 4.75, 4.75, 4.75, 4.75, 3000, 0.14, 8, -, -
JALAN, SM, 29-Jun-2017, 37.00, 37.00, 37.00, 36.00, 36.00, 36.00, 36.50, 6000, 2.19, 2, 3000, 50.00
JAMNAAUTO, EQ, 29-Jun-2017, 233.55, 235.00, 242.55, 232.10, 237.30, 237.70, 237.61, 199895, 474.96, 7007, 125168, 62.62
JAYAGROGN, EQ, 29-Jun-2017, 954.75, 955.00, 986.60, 955.00, 975.00, 976.10, 975.83, 14047, 137.07, 1039, 8239, 58.65
JAYBARMARU, EQ, 29-Jun-2017, 628.15, 629.00, 648.55, 622.20, 627.80, 626.10, 633.14, 31917, 202.08, 1467, 11521, 36.10
JAYNECOIND, EQ, 29-Jun-2017, 7.40, 7.20, 7.75, 7.20, 7.35, 7.50, 7.48, 64504, 4.82, 133, 36622, 56.77
JAYSREETEA, EQ, 29-Jun-2017, 99.95, 99.95, 102.80, 99.95, 100.50, 100.80, 101.40, 35773, 36.27, 550, 15386, 43.01
JBCHEPHARM, EQ, 29-Jun-2017, 326.80, 326.45, 328.00, 325.00, 326.00, 325.50, 326.66, 13912, 45.45, 569, 10585, 76.09
JBFIND, EQ, 29-Jun-2017, 288.25, 292.90, 295.00, 280.35, 282.50, 281.80, 288.39, 116244, 335.24, 4565, 67977, 58.48
JBMA, EQ, 29-Jun-2017, 264.40, 266.10, 271.80, 264.00, 264.25, 264.35, 267.49, 30057, 80.40, 779, 15277, 50.83
JCHAC, EQ, 29-Jun-2017, 1996.15, 1992.00, 2044.95, 1980.00, 1990.00, 2000.85, 2001.27, 27560, 551.55, 1305, 20953, 76.03
JENSONICOL, EQ, 29-Jun-2017, 8.40, 9.10, 9.20, 8.90, 9.20, 9.20, 9.15, 27179, 2.49, 49, 20480, 75.35
JETAIRWAYS, EQ, 29-Jun-2017, 569.35, 573.05, 577.85, 566.20, 568.80, 569.40, 571.15, 1981170, 11315.36, 25918, 216605, 10.93
JETFREIGHT, SM, 29-Jun-2017, 82.80, 84.00, 84.40, 84.00, 84.40, 84.40, 84.20, 4000, 3.37, 2, 4000, 100.00
JHS, EQ, 29-Jun-2017, 69.85, 69.70, 71.00, 69.00, 69.10, 69.30, 69.86, 75970, 53.07, 701, 45912, 60.43
JINDALPHOT, EQ, 29-Jun-2017, 69.05, 70.85, 72.30, 69.60, 72.30, 71.85, 71.14, 17878, 12.72, 149, 12541, 70.15
JINDALPOLY, EQ, 29-Jun-2017, 376.90, 378.00, 395.00, 377.95, 387.00, 387.50, 388.82, 194909, 757.84, 5235, 54429, 27.93
JINDALSAW, EQ, 29-Jun-2017, 84.25, 85.40, 87.80, 84.70, 85.80, 85.40, 85.93, 1464684, 1258.59, 10107, 496417, 33.89
JINDALSTEL, EQ, 29-Jun-2017, 119.35, 119.90, 123.60, 119.80, 123.20, 122.75, 121.66, 6122296, 7448.18, 25568, 1137993, 18.59
JINDCOT, EQ, 29-Jun-2017, 12.25, 12.40, 12.50, 11.85, 12.00, 12.10, 12.20, 42322, 5.16, 110, 24141, 57.04
JINDRILL, EQ, 29-Jun-2017, 143.80, 153.90, 164.55, 151.50, 156.40, 156.75, 159.20, 474032, 754.67, 8674, 64589, 13.63
JINDWORLD, EQ, 29-Jun-2017, 602.20, 608.90, 624.00, 601.10, 608.00, 604.60, 613.04, 33874, 207.66, 852, 3399, 10.03
JISLDVREQS, EQ, 29-Jun-2017, 65.75, 65.80, 67.50, 65.55, 67.00, 66.65, 66.61, 30308, 20.19, 304, 14449, 47.67
JISLJALEQS, EQ, 29-Jun-2017, 103.35, 103.85, 104.45, 102.00, 102.30, 102.65, 103.38, 2880466, 2977.75, 11752, 1176185, 40.83
JITFINFRA, BE, 29-Jun-2017, 47.15, 46.10, 47.20, 46.10, 46.60, 47.10, 46.77, 1982, 0.93, 43, -, -
JKCEMENT, EQ, 29-Jun-2017, 943.90, 943.90, 964.90, 928.05, 944.45, 935.55, 940.01, 53745, 505.21, 1936, 37934, 70.58
JKIL, EQ, 29-Jun-2017, 289.55, 290.00, 297.45, 289.60, 294.00, 295.20, 295.00, 68866, 203.15, 1316, 36009, 52.29
JKLAKSHMI, EQ, 29-Jun-2017, 484.00, 482.25, 489.45, 479.95, 485.50, 482.95, 484.77, 40889, 198.22, 1952, 26275, 64.26
JKPAPER, EQ, 29-Jun-2017, 90.55, 91.30, 92.35, 90.00, 90.45, 90.35, 91.16, 343754, 313.38, 2808, 246777, 71.79
JKTYRE, EQ, 29-Jun-2017, 161.00, 162.20, 163.70, 160.55, 161.50, 161.25, 162.33, 776051, 1259.74, 7053, 236184, 30.43
JMA, EQ, 29-Jun-2017, 226.50, 236.45, 250.00, 234.00, 238.90, 236.05, 241.17, 1760, 4.24, 53, 1294, 73.52
JMCPROJECT, EQ, 29-Jun-2017, 271.70, 271.40, 277.20, 270.05, 271.15, 274.85, 274.36, 9711, 26.64, 325, 5828, 60.01
JMFINANCIL, EQ, 29-Jun-2017, 115.70, 116.20, 119.00, 116.20, 116.65, 116.95, 117.88, 465695, 548.97, 4063, 255170, 54.79
JMTAUTOLTD, EQ, 29-Jun-2017, 6.85, 7.25, 7.80, 7.10, 7.45, 7.50, 7.40, 1157618, 85.65, 1694, 558176, 48.22
JOCIL, EQ, 29-Jun-2017, 172.25, 175.85, 185.80, 173.50, 185.40, 185.05, 183.10, 22340, 40.91, 486, 16495, 73.84
JPASSOCIAT, EQ, 29-Jun-2017, 20.05, 20.25, 23.40, 20.25, 22.50, 22.70, 21.91, 274271108, 60095.39, 157942, 43365139, 15.81
JPINFRATEC, EQ, 29-Jun-2017, 16.60, 17.15, 18.25, 16.70, 18.25, 18.25, 17.72, 30409495, 5389.28, 29961, 7715041, 25.37
JPOLYINVST, EQ, 29-Jun-2017, 68.70, 71.50, 71.50, 67.50, 69.05, 69.60, 69.61, 14515, 10.10, 216, 9830, 67.72
JPPOWER, EQ, 29-Jun-2017, 5.25, 5.35, 5.60, 5.20, 5.40, 5.45, 5.43, 20075480, 1089.52, 6666, 6018544, 29.98
JSL, EQ, 29-Jun-2017, 71.90, 71.50, 73.40, 71.50, 72.50, 72.20, 72.52, 74031, 53.68, 661, 34341, 46.39
JSLHISAR, EQ, 29-Jun-2017, 121.30, 122.35, 123.40, 120.80, 121.15, 121.80, 122.05, 41748, 50.95, 577, 20715, 49.62
JSWENERGY, EQ, 29-Jun-2017, 63.20, 63.60, 65.25, 63.35, 64.95, 64.80, 64.40, 6570656, 4231.40, 13834, 2505290, 38.13
JSWHL, EQ, 29-Jun-2017, 1708.95, 1692.05, 1752.00, 1692.05, 1744.80, 1733.10, 1735.35, 5331, 92.51, 461, 4222, 79.20
JSWSTEEL, EQ, 29-Jun-2017, 197.55, 199.00, 206.00, 198.55, 205.65, 205.35, 203.48, 9184678, 18688.93, 49171, 3415200, 37.18
JSWSTEEL, P2, 29-Jun-2017, 8.35, 8.35, 8.35, 8.35, 8.35, 8.35, 8.35, 6574, 0.55, 20, 6574, 100.00
JUBILANT, EQ, 29-Jun-2017, 690.70, 695.00, 697.25, 681.00, 689.00, 689.55, 689.94, 350775, 2420.12, 15166, 166201, 47.38
JUBLFOOD, EQ, 29-Jun-2017, 938.00, 946.55, 957.60, 936.95, 951.00, 952.10, 948.97, 517249, 4908.55, 15897, 118293, 22.87
JUBLINDS, EQ, 29-Jun-2017, 245.15, 247.70, 251.90, 244.15, 244.30, 245.40, 247.44, 18691, 46.25, 583, 6883, 36.83
JUNIORBEES, EQ, 29-Jun-2017, 263.90, 265.40, 266.78, 263.70, 263.80, 264.01, 265.38, 5665, 15.03, 118, 5269, 93.01
JUSTDIAL, EQ, 29-Jun-2017, 373.55, 374.00, 380.50, 366.75, 374.55, 375.25, 373.74, 1808280, 6758.28, 19365, 376531, 20.82
JVLAGRO, EQ, 29-Jun-2017, 19.00, 19.25, 19.35, 18.90, 19.00, 19.00, 19.15, 38040, 7.28, 143, 31807, 83.61
JYOTHYLAB, EQ, 29-Jun-2017, 352.50, 352.05, 356.35, 342.30, 352.40, 351.50, 348.31, 445448, 1551.55, 6768, 375342, 84.26
JYOTISTRUC, EQ, 29-Jun-2017, 10.30, 10.00, 10.30, 9.80, 10.15, 10.10, 10.11, 372513, 37.64, 796, 210330, 56.46
KABRAEXTRU, EQ, 29-Jun-2017, 141.75, 142.05, 146.70, 142.00, 143.65, 143.70, 144.70, 35072, 50.75, 628, 13042, 37.19
KAJARIACER, EQ, 29-Jun-2017, 660.65, 662.00, 666.90, 653.95, 663.95, 658.95, 662.36, 200050, 1325.04, 6076, 96487, 48.23
KAKATCEM, EQ, 29-Jun-2017, 369.75, 370.00, 377.80, 370.00, 370.15, 371.75, 373.65, 22405, 83.72, 891, 8895, 39.70
KALPATPOWR, EQ, 29-Jun-2017, 325.80, 325.80, 329.95, 323.00, 325.00, 325.10, 325.44, 22529, 73.32, 850, 14199, 63.03
KALYANIFRG, BE, 29-Jun-2017, 281.55, 281.00, 289.95, 276.00, 280.00, 280.00, 280.73, 2324, 6.52, 27, -, -
KAMATHOTEL, EQ, 29-Jun-2017, 49.90, 50.35, 51.45, 50.15, 50.90, 50.40, 50.66, 79479, 40.26, 511, 53883, 67.80
KAMDHENU, EQ, 29-Jun-2017, 114.55, 114.00, 117.50, 114.00, 116.00, 115.75, 116.44, 18777, 21.86, 412, 7549, 40.20
KANANIIND, EQ, 29-Jun-2017, 11.40, 11.35, 11.90, 11.05, 11.90, 11.45, 11.28, 1337, 0.15, 15, 599, 44.80
KANORICHEM, EQ, 29-Jun-2017, 76.40, 76.40, 80.40, 76.40, 78.00, 77.50, 79.01, 156111, 123.34, 1089, 72433, 46.40
KANSAINER, EQ, 29-Jun-2017, 418.55, 419.95, 432.65, 419.95, 427.95, 426.15, 423.52, 45315, 191.92, 1759, 29760, 65.67
KARMAENG, EQ, 29-Jun-2017, 49.70, 46.35, 49.15, 45.35, 45.95, 45.60, 46.86, 77784, 36.45, 685, 19431, 24.98
KARURVYSYA, EQ, 29-Jun-2017, 142.15, 142.10, 146.90, 142.10, 146.10, 146.30, 144.81, 900632, 1304.20, 7613, 541063, 60.08
KAUSHALYA, EQ, 29-Jun-2017, 2.95, 3.10, 3.10, 2.85, 2.90, 2.85, 2.91, 80542, 2.34, 57, 58979, 73.23
KAVVERITEL, EQ, 29-Jun-2017, 10.85, 11.60, 11.60, 10.70, 11.05, 11.05, 11.11, 410, 0.05, 11, 160, 39.02
KAYA, EQ, 29-Jun-2017, 962.25, 978.00, 990.00, 970.00, 990.00, 983.25, 983.81, 10021, 98.59, 787, 5334, 53.23
KCP, EQ, 29-Jun-2017, 99.55, 100.85, 103.50, 99.75, 102.35, 101.85, 101.93, 176082, 179.47, 1448, 92502, 52.53
KCPSUGIND, EQ, 29-Jun-2017, 27.95, 28.30, 29.25, 28.10, 28.50, 28.35, 28.49, 106788, 30.43, 469, 52098, 48.79
KDDL, EQ, 29-Jun-2017, 189.80, 191.50, 192.00, 188.35, 192.00, 191.05, 191.29, 350, 0.67, 28, 200, 57.14
KEC, EQ, 29-Jun-2017, 243.80, 246.75, 254.30, 243.95, 253.00, 251.90, 248.38, 914027, 2270.25, 6669, 602173, 65.88
KECL, EQ, 29-Jun-2017, 40.10, 39.85, 41.00, 39.85, 40.20, 40.10, 40.41, 75034, 30.32, 469, 51868, 69.13
KEI, EQ, 29-Jun-2017, 223.20, 225.50, 239.50, 224.80, 231.50, 231.40, 230.61, 514054, 1185.45, 8452, 259632, 50.51
KELLTONTEC, EQ, 29-Jun-2017, 107.25, 107.00, 111.00, 107.00, 110.75, 110.15, 109.85, 46072, 50.61, 569, 32021, 69.50
KERNEX, BZ, 29-Jun-2017, 36.75, 36.50, 36.50, 34.95, 34.95, 35.05, 35.25, 4845, 1.71, 27, -, -
KESARENT, EQ, 29-Jun-2017, 79.70, 79.00, 83.00, 79.00, 80.00, 79.65, 81.09, 17829, 14.46, 308, 5624, 31.54
KESORAMIND, EQ, 29-Jun-2017, 135.35, 135.95, 139.00, 135.95, 136.90, 136.75, 137.38, 135836, 186.61, 1740, 67990, 50.05
KEYCORPSER, BE, 29-Jun-2017, 70.35, 66.90, 66.90, 66.85, 66.85, 66.85, 66.90, 175, 0.12, 7, -, -
KGL, EQ, 29-Jun-2017, 1.05, 1.05, 1.10, 1.05, 1.10, 1.10, 1.09, 340190, 3.72, 79, 210329, 61.83
KHAITANELE, BE, 29-Jun-2017, 19.15, 19.15, 19.15, 19.00, 19.00, 19.00, 19.07, 1760, 0.34, 12, -, -
KICL, EQ, 29-Jun-2017, 1865.00, 1865.50, 1892.00, 1865.05, 1892.00, 1890.40, 1883.01, 408, 7.68, 81, 272, 66.67
KILITCH, EQ, 29-Jun-2017, 53.25, 53.00, 57.00, 52.60, 57.00, 54.95, 54.32, 3060, 1.66, 43, 2040, 66.67
KINGFA, EQ, 29-Jun-2017, 722.40, 726.05, 769.25, 726.00, 745.05, 747.15, 755.48, 5455, 41.21, 509, 3310, 60.68
