SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
LIBERTSHOE, EQ, 29-Jun-2017, 171.00, 171.15, 173.40, 170.40, 171.00, 170.80, 171.90, 18697, 32.14, 461, 8497, 45.45
LICHSGFIN, EQ, 29-Jun-2017, 742.80, 746.00, 749.95, 738.00, 741.50, 742.65, 742.93, 2263554, 16816.53, 37073, 1397495, 61.74
LICNETFGSC, EQ, 29-Jun-2017, 16.40, 16.88, 16.88, 16.40, 16.40, 16.40, 16.73, 1411, 0.24, 5, 1233, 87.38
LICNETFN50, EQ, 29-Jun-2017, 96.75, 97.25, 97.25, 97.25, 97.25, 97.25, 97.25, 1, 0.00, 1, 1, 100.00
LINCOLN, EQ, 29-Jun-2017, 188.50, 189.00, 200.20, 186.60, 190.00, 190.15, 192.49, 134116, 258.16, 2104, 34638, 25.83
LINCPEN, EQ, 29-Jun-2017, 274.95, 272.00, 278.40, 271.10, 273.00, 273.60, 273.63, 1841, 5.04, 120, 1120, 60.84
LINDEINDIA, EQ, 29-Jun-2017, 424.60, 427.50, 432.00, 425.25, 429.00, 430.20, 429.25, 20965, 89.99, 2155, 14479, 69.06
LIQUIDBEES, EQ, 29-Jun-2017, 1000.00, 1000.00, 1000.01, 999.99, 1000.00, 999.99, 1000.00, 1363303, 13633.03, 4251, 922684, 67.68
LITL, EQ, 29-Jun-2017, 1.30, 1.25, 1.25, 1.25, 1.25, 1.25, 1.25, 1583389, 19.79, 518, 1583389, 100.00
LML, EQ, 29-Jun-2017, 10.95, 11.30, 11.50, 11.10, 11.40, 11.25, 11.32, 213257, 24.13, 337, 110309, 51.73
LOKESHMACH, EQ, 29-Jun-2017, 75.85, 77.35, 79.45, 75.25, 77.00, 76.50, 77.18, 64306, 49.63, 1026, 26078, 40.55
LOTUSEYE, EQ, 29-Jun-2017, 32.45, 33.30, 33.30, 31.25, 32.00, 31.75, 31.87, 16996, 5.42, 142, 14627, 86.06
LOVABLE, EQ, 29-Jun-2017, 241.05, 243.00, 252.25, 242.50, 248.15, 248.15, 248.40, 241848, 600.74, 5001, 54525, 22.55
LPDC, EQ, 29-Jun-2017, 3.25, 3.35, 3.35, 3.15, 3.35, 3.35, 3.25, 10017, 0.33, 49, 8672, 86.57
LSIL, EQ, 29-Jun-2017, 1.70, 1.70, 1.75, 1.50, 1.55, 1.55, 1.57, 1040573, 16.32, 371, 800552, 76.93
LT, EQ, 29-Jun-2017, 1703.25, 1704.10, 1723.15, 1695.55, 1700.00, 1703.65, 1707.98, 1806368, 30852.43, 68391, 1125747, 62.32
LTI, EQ, 29-Jun-2017, 789.90, 807.50, 809.30, 783.85, 786.00, 786.20, 791.77, 50169, 397.23, 3532, 25497, 50.82
LTTS, EQ, 29-Jun-2017, 718.75, 734.00, 734.00, 717.00, 720.00, 718.65, 720.60, 11635, 83.84, 1474, 8886, 76.37
LUMAXIND, EQ, 29-Jun-2017, 1405.30, 1417.70, 1447.50, 1401.50, 1411.30, 1420.55, 1424.66, 2919, 41.59, 467, 1328, 45.50
LUMAXTECH, EQ, 29-Jun-2017, 489.85, 491.55, 503.90, 491.55, 495.50, 496.60, 496.42, 39649, 196.82, 462, 35524, 89.60
LUPIN, EQ, 29-Jun-2017, 1064.70, 1068.75, 1069.80, 1053.00, 1058.00, 1055.60, 1059.45, 4352668, 46114.38, 63754, 3091506, 71.03
LUXIND, EQ, 29-Jun-2017, 1011.15, 1025.00, 1040.00, 1010.00, 1012.00, 1014.15, 1024.85, 18399, 188.56, 996, 8453, 45.94
LYCOS, EQ, 29-Jun-2017, 7.45, 7.45, 7.80, 7.40, 7.55, 7.55, 7.62, 446319, 34.02, 561, 261195, 58.52
LYKALABS, EQ, 29-Jun-2017, 46.00, 46.25, 50.20, 42.55, 48.60, 48.75, 46.96, 306120, 143.74, 2165, 95876, 31.32
LYPSAGEMS, EQ, 29-Jun-2017, 62.00, 62.80, 62.80, 58.35, 58.50, 58.50, 59.88, 155582, 93.16, 989, 29298, 18.83
M&M, EQ, 29-Jun-2017, 1356.05, 1360.00, 1379.10, 1352.15, 1360.10, 1355.65, 1364.33, 936894, 12782.35, 40064, 603955, 64.46
M&MFIN, EQ, 29-Jun-2017, 336.50, 338.00, 345.55, 338.00, 340.10, 340.95, 341.45, 3845625, 13131.04, 55621, 2492985, 64.83
M&MFIN, N1, 29-Jun-2017, 1030.00, 1030.00, 1030.00, 1030.00, 1030.00, 1030.00, 1030.00, 230, 2.37, 12, 230, 100.00
M100, EQ, 29-Jun-2017, 18.01, 18.49, 18.49, 18.11, 18.13, 18.15, 18.21, 70928, 12.92, 48, 70887, 99.94
M50, EQ, 29-Jun-2017, 89.50, 94.20, 94.20, 90.20, 90.20, 90.20, 91.90, 1361, 1.25, 41, 556, 40.85
MAANALU, EQ, 29-Jun-2017, 175.60, 179.65, 180.00, 171.40, 172.00, 171.75, 176.08, 11165, 19.66, 171, 8281, 74.17
MADHAV, EQ, 29-Jun-2017, 61.10, 63.15, 67.80, 60.65, 64.60, 64.60, 65.40, 57674, 37.72, 575, 32593, 56.51
MADHUCON, EQ, 29-Jun-2017, 38.15, 38.40, 40.80, 38.05, 39.30, 39.60, 39.89, 599831, 239.29, 4891, 158264, 26.38
MADRASFERT, EQ, 29-Jun-2017, 22.85, 22.85, 22.90, 22.30, 22.60, 22.50, 22.65, 20595, 4.66, 97, 12094, 58.72
MAGMA, EQ, 29-Jun-2017, 150.30, 151.00, 157.00, 151.00, 155.60, 155.15, 154.81, 227400, 352.05, 2221, 113437, 49.88
MAGNUM, EQ, 29-Jun-2017, 12.90, 13.50, 13.50, 13.50, 13.50, 13.50, 13.50, 13400, 1.81, 11, 13400, 100.00
MAHABANK, EQ, 29-Jun-2017, 27.55, 27.45, 28.15, 27.45, 28.10, 27.95, 27.90, 84559, 23.59, 588, 45810, 54.18
MAHASTEEL, EQ, 29-Jun-2017, 71.70, 74.00, 84.70, 72.00, 82.75, 82.45, 81.53, 637844, 520.02, 8219, 137167, 21.50
MAHESHWARI, SM, 29-Jun-2017, 167.00, 158.65, 158.65, 158.65, 158.65, 158.65, 158.65, 2000, 3.17, 1, 2000, 100.00
MAHINDCIE, EQ, 29-Jun-2017, 229.40, 231.90, 235.85, 229.05, 231.00, 232.25, 232.92, 91198, 212.41, 1853, 72929, 79.97
MAHLIFE, EQ, 29-Jun-2017, 426.45, 431.90, 433.60, 427.65, 430.35, 431.75, 431.21, 16536, 71.31, 482, 12641, 76.45
MAHSCOOTER, EQ, 29-Jun-2017, 1867.60, 1865.00, 1880.00, 1862.20, 1874.00, 1871.40, 1868.30, 1200, 22.42, 126, 926, 77.17
MAHSEAMLES, EQ, 29-Jun-2017, 384.15, 387.25, 396.80, 382.00, 385.00, 386.65, 388.39, 193303, 750.78, 1503, 176030, 91.06
MAITHANALL, EQ, 29-Jun-2017, 460.45, 457.00, 465.65, 452.05, 455.65, 455.60, 459.33, 27143, 124.68, 954, 15659, 57.69
MAJESCO, EQ, 29-Jun-2017, 307.40, 309.70, 312.25, 306.50, 309.00, 308.45, 309.50, 56070, 173.53, 767, 45146, 80.52
MALUPAPER, EQ, 29-Jun-2017, 22.85, 23.00, 23.70, 22.75, 23.70, 23.40, 23.14, 12953, 3.00, 68, 12698, 98.03
MANAKALUCO, EQ, 29-Jun-2017, 6.15, 6.15, 6.50, 6.15, 6.20, 6.20, 6.28, 4696, 0.30, 23, 4546, 96.81
MANAKCOAT, EQ, 29-Jun-2017, 8.90, 9.10, 9.25, 8.85, 9.05, 9.05, 9.13, 16108, 1.47, 47, 13353, 82.90
MANAKINDST, BE, 29-Jun-2017, 36.45, 35.10, 37.95, 35.10, 37.00, 36.70, 36.59, 4453, 1.63, 20, -, -
MANAKSIA, EQ, 29-Jun-2017, 73.35, 73.45, 73.45, 72.00, 73.40, 72.45, 72.35, 5959, 4.31, 100, 4726, 79.31
MANAKSTEEL, EQ, 29-Jun-2017, 20.50, 20.40, 21.70, 19.55, 21.55, 21.35, 21.03, 123865, 26.05, 344, 96599, 77.99
MANALIPETC, EQ, 29-Jun-2017, 36.30, 36.50, 37.20, 36.50, 36.50, 36.70, 36.81, 156537, 57.61, 1003, 84620, 54.06
MANAPPURAM, EQ, 29-Jun-2017, 94.50, 94.85, 98.45, 94.35, 97.95, 97.80, 96.59, 6984589, 6746.12, 26772, 3240942, 46.40
MANDHANA, EQ, 29-Jun-2017, 14.15, 14.25, 14.80, 13.65, 14.10, 13.90, 13.89, 179297, 24.91, 536, 118926, 66.33
MANGALAM, EQ, 29-Jun-2017, 158.85, 158.40, 164.20, 158.40, 160.90, 160.70, 161.79, 32716, 52.93, 800, 18576, 56.78
MANGCHEFER, EQ, 29-Jun-2017, 69.95, 69.10, 71.25, 68.50, 69.35, 68.75, 69.66, 18309, 12.75, 232, 12899, 70.45
MANGLMCEM, EQ, 29-Jun-2017, 356.50, 357.25, 379.00, 356.70, 360.00, 361.20, 368.52, 27607, 101.74, 931, 10667, 38.64
MANGTIMBER, EQ, 29-Jun-2017, 27.35, 28.65, 28.65, 27.30, 27.70, 27.35, 27.68, 11520, 3.19, 143, 7890, 68.49
MANINDS, EQ, 29-Jun-2017, 74.85, 74.85, 76.50, 72.30, 72.55, 72.75, 74.30, 425203, 315.94, 2646, 219354, 51.59
MANINFRA, EQ, 29-Jun-2017, 57.10, 58.00, 61.10, 57.40, 60.30, 60.15, 59.65, 1327124, 791.61, 4434, 460271, 34.68
MANPASAND, EQ, 29-Jun-2017, 750.65, 751.05, 785.00, 747.05, 774.00, 773.85, 776.24, 98985, 768.36, 4955, 35859, 36.23
MANUGRAPH, EQ, 29-Jun-2017, 46.95, 47.90, 48.50, 47.15, 48.00, 47.80, 48.02, 7365, 3.54, 74, 5979, 81.18
MARALOVER, EQ, 29-Jun-2017, 43.90, 43.55, 44.50, 43.30, 43.40, 43.60, 43.95, 8756, 3.85, 66, 6781, 77.44
MARATHON, EQ, 29-Jun-2017, 305.00, 306.50, 310.00, 305.95, 310.00, 309.00, 307.88, 1136, 3.50, 37, 678, 59.68
MARICO, EQ, 29-Jun-2017, 311.00, 311.00, 315.75, 308.20, 312.30, 312.70, 312.75, 1598765, 5000.12, 6543, 1083605, 67.78
MARKSANS, EQ, 29-Jun-2017, 40.55, 40.95, 41.30, 40.40, 40.60, 40.55, 40.77, 731585, 298.24, 3718, 394019, 53.86
MARUTI, EQ, 29-Jun-2017, 7225.05, 7254.90, 7290.00, 7205.00, 7213.80, 7224.35, 7238.32, 543979, 39374.95, 40635, 303446, 55.78
MASTEK, EQ, 29-Jun-2017, 253.85, 256.00, 263.80, 253.25, 261.30, 261.35, 260.25, 132189, 344.03, 4797, 33276, 25.17
MAWANASUG, EQ, 29-Jun-2017, 76.20, 76.80, 81.00, 76.20, 77.60, 77.30, 79.26, 693699, 549.81, 2700, 106856, 15.40
MAXINDIA, EQ, 29-Jun-2017, 153.75, 154.15, 155.45, 152.75, 153.90, 153.85, 154.32, 205554, 317.20, 2930, 151646, 73.77
MAXVIL, EQ, 29-Jun-2017, 88.45, 89.25, 90.55, 87.45, 87.55, 87.70, 88.25, 290169, 256.07, 1905, 188848, 65.08
MAYURUNIQ, EQ, 29-Jun-2017, 364.85, 366.95, 371.90, 363.00, 367.00, 365.80, 367.43, 14641, 53.80, 645, 9712, 66.33
MAZDA, EQ, 29-Jun-2017, 331.00, 332.00, 338.85, 326.00, 328.00, 326.35, 332.25, 484, 1.61, 20, 266, 54.96
MBAPL, SM, 29-Jun-2017, 63.50, 66.25, 66.25, 61.25, 61.25, 61.25, 62.97, 9000, 5.67, 3, 6000, 66.67
MBECL, EQ, 29-Jun-2017, 47.55, 48.00, 48.50, 47.05, 48.25, 48.10, 48.13, 99880, 48.07, 556, 67602, 67.68
MBLINFRA, EQ, 29-Jun-2017, 27.75, 28.70, 28.70, 26.85, 27.35, 27.25, 27.67, 207027, 57.29, 1242, 126105, 60.91
MCDHOLDING, EQ, 29-Jun-2017, 39.75, 40.30, 40.30, 39.00, 39.05, 39.15, 39.35, 57584, 22.66, 427, 34332, 59.62
MCDOWELL-N, EQ, 29-Jun-2017, 2367.95, 2403.90, 2403.90, 2340.00, 2355.00, 2350.10, 2373.30, 625634, 14848.20, 37452, 284892, 45.54
MCL, SM, 29-Jun-2017, 198.00, 206.70, 206.70, 204.00, 204.00, 204.00, 205.35, 3200, 6.57, 2, 3200, 100.00
MCLEODRUSS, EQ, 29-Jun-2017, 174.65, 174.70, 175.75, 174.25, 175.00, 175.05, 174.89, 25062, 43.83, 304, 17335, 69.17
MCX, EQ, 29-Jun-2017, 1060.95, 1062.00, 1090.00, 1062.00, 1077.00, 1075.70, 1076.16, 276022, 2970.44, 10081, 137083, 49.66
MEGASOFT, EQ, 29-Jun-2017, 14.85, 14.90, 15.80, 14.90, 15.35, 15.30, 15.42, 80958, 12.48, 302, 42313, 52.27
MEGH, EQ, 29-Jun-2017, 45.60, 45.90, 47.25, 45.65, 46.15, 46.10, 46.33, 1506258, 697.79, 5414, 730411, 48.49
MENONBE, EQ, 29-Jun-2017, 73.60, 73.05, 74.60, 73.05, 73.15, 73.35, 73.82, 12936, 9.55, 138, 9542, 73.76
MEP, EQ, 29-Jun-2017, 113.40, 116.60, 122.00, 109.95, 112.00, 111.10, 116.14, 6539119, 7594.69, 29424, 1843855, 28.20
MERCATOR, EQ, 29-Jun-2017, 43.50, 43.85, 44.90, 43.50, 44.40, 44.50, 44.37, 1212306, 537.95, 4213, 512368, 42.26
MERCK, EQ, 29-Jun-2017, 1069.30, 1070.00, 1095.00, 1062.00, 1066.00, 1065.35, 1077.80, 10919, 117.68, 2020, 6955, 63.70
METALFORGE, EQ, 29-Jun-2017, 39.00, 40.50, 40.95, 40.30, 40.95, 40.95, 40.86, 50654, 20.70, 206, 48379, 95.51
METKORE, EQ, 29-Jun-2017, 2.70, 2.65, 2.75, 2.55, 2.65, 2.65, 2.61, 18572, 0.48, 16, 16405, 88.33
MFSL, EQ, 29-Jun-2017, 618.50, 622.00, 625.00, 607.50, 610.25, 610.15, 611.70, 612194, 3744.79, 8225, 447816, 73.15
MGL, EQ, 29-Jun-2017, 964.90, 966.60, 985.00, 966.60, 985.00, 981.45, 975.92, 84427, 823.94, 3768, 42431, 50.26
MHRIL, EQ, 29-Jun-2017, 579.65, 580.00, 599.00, 576.60, 596.00, 594.70, 593.45, 205217, 1217.87, 3260, 135407, 65.98
MIC, EQ, 29-Jun-2017, 9.90, 10.00, 10.10, 9.90, 9.90, 9.95, 9.97, 434914, 43.35, 516, 277656, 63.84
MIDCAPIWIN, EQ, 29-Jun-2017, 63.64, 64.40, 64.40, 64.00, 64.00, 64.18, 64.32, 1235, 0.79, 17, 1235, 100.00
MINDACORP, EQ, 29-Jun-2017, 107.25, 107.25, 113.20, 107.25, 108.50, 108.50, 110.56, 241613, 267.13, 1972, 81753, 33.84
MINDAIND, EQ, 29-Jun-2017, 604.05, 608.00, 631.15, 607.00, 628.80, 628.25, 622.97, 89087, 554.98, 3341, 58129, 65.25
MINDTECK, EQ, 29-Jun-2017, 77.05, 76.65, 78.30, 76.50, 76.50, 76.75, 77.00, 5880, 4.53, 109, 4283, 72.84
MINDTREE, EQ, 29-Jun-2017, 531.10, 548.70, 548.70, 525.30, 527.00, 528.70, 533.11, 2877419, 15339.85, 37587, 1395145, 48.49
MIRCELECTR, EQ, 29-Jun-2017, 13.60, 13.80, 14.05, 13.35, 13.35, 13.40, 13.59, 236807, 32.18, 480, 155157, 65.52
MIRZAINT, EQ, 29-Jun-2017, 147.65, 148.00, 152.85, 148.00, 150.55, 150.85, 151.03, 570278, 861.27, 6254, 177252, 31.08
MMFL, EQ, 29-Jun-2017, 619.15, 620.10, 634.00, 612.20, 613.40, 614.45, 625.50, 1579, 9.88, 142, 1308, 82.84
MMTC, EQ, 29-Jun-2017, 56.40, 56.75, 57.55, 56.65, 57.40, 57.10, 57.16, 555084, 317.28, 2709, 188057, 33.88
MOHITIND, EQ, 29-Jun-2017, 51.75, 52.90, 57.00, 52.50, 53.65, 53.45, 54.53, 122849, 66.99, 1208, 18810, 15.31
MOIL, EQ, 29-Jun-2017, 319.30, 320.00, 329.95, 319.65, 321.05, 321.15, 323.19, 450424, 1455.72, 11228, 278747, 61.89
MOLDTECH, EQ, 29-Jun-2017, 46.80, 47.00, 47.60, 46.00, 47.45, 47.45, 46.67, 5969, 2.79, 66, 4265, 71.45
MOLDTKPAC, EQ, 29-Jun-2017, 280.50, 283.85, 296.75, 280.05, 295.00, 293.65, 289.66, 41067, 118.96, 933, 27267, 66.40
MOMAI, SM, 29-Jun-2017, 126.00, 127.65, 127.65, 127.00, 127.45, 127.20, 127.39, 11200, 14.27, 7, 9600, 85.71
MONNETISPA, EQ, 29-Jun-2017, 34.20, 34.90, 35.45, 34.50, 34.60, 35.00, 35.01, 436182, 152.71, 2186, 159414, 36.55
MONSANTO, EQ, 29-Jun-2017, 2716.80, 2683.05, 2743.40, 2652.25, 2662.45, 2667.40, 2696.65, 4452, 120.05, 795, 2235, 50.20
MONTECARLO, EQ, 29-Jun-2017, 556.75, 563.00, 565.00, 532.00, 534.55, 537.35, 546.06, 57889, 316.11, 3414, 32133, 55.51
MORARJEE, EQ, 29-Jun-2017, 51.55, 51.85, 53.10, 51.60, 52.60, 52.05, 52.47, 6513, 3.42, 58, 3988, 61.23
MOREPENLAB, EQ, 29-Jun-2017, 18.45, 18.70, 18.80, 18.40, 18.55, 18.50, 18.58, 466876, 86.73, 1284, 278460, 59.64
MOSERBAER, EQ, 29-Jun-2017, 4.40, 4.45, 4.50, 4.30, 4.30, 4.35, 4.38, 343440, 15.03, 416, 240218, 69.94
MOTHERSUMI, EQ, 29-Jun-2017, 464.65, 464.00, 467.35, 455.60, 455.70, 457.20, 458.32, 5885777, 26975.87, 75316, 4270279, 72.55
MOTILALOFS, EQ, 29-Jun-2017, 1155.15, 1158.10, 1189.00, 1145.10, 1180.00, 1179.10, 1166.84, 260697, 3041.91, 21409, 129510, 49.68
MOTOGENFIN, BE, 29-Jun-2017, 29.30, 29.75, 29.75, 29.75, 29.75, 29.75, 29.75, 1, 0.00, 1, -, -
MPHASIS, EQ, 29-Jun-2017, 594.90, 594.00, 597.40, 586.35, 593.05, 594.85, 594.82, 88965, 529.18, 2386, 79761, 89.65
MPSLTD, EQ, 29-Jun-2017, 594.35, 605.00, 639.00, 595.00, 595.00, 595.50, 600.36, 8928, 53.60, 465, 6032, 67.56
MRF, EQ, 29-Jun-2017, 68915.80, 69270.00, 69846.75, 68500.00, 68575.00, 68638.95, 68990.65, 15509, 10699.76, 7130, 5533, 35.68
MRO-TEK, EQ, 29-Jun-2017, 58.95, 58.80, 63.00, 58.80, 60.55, 60.20, 60.01, 32109, 19.27, 148, 28814, 89.74
MRPL, EQ, 29-Jun-2017, 119.55, 120.10, 121.30, 118.25, 119.75, 118.90, 119.28, 3242086, 3867.03, 23499, 2122723, 65.47
MSPL, EQ, 29-Jun-2017, 14.85, 14.75, 15.20, 14.60, 14.75, 14.90, 14.89, 6527, 0.97, 51, 4855, 74.38
MTEDUCARE, EQ, 29-Jun-2017, 62.30, 64.00, 64.00, 61.75, 62.80, 62.75, 62.65, 27320, 17.12, 393, 16941, 62.01
MTNL, EQ, 29-Jun-2017, 20.35, 20.60, 20.85, 20.35, 20.40, 20.45, 20.56, 793875, 163.21, 1784, 375484, 47.30
MUKANDENGG, EQ, 29-Jun-2017, 52.55, 52.85, 54.70, 50.20, 51.60, 51.85, 52.09, 23138, 12.05, 272, 13155, 56.85
MUKANDLTD, EQ, 29-Jun-2017, 63.10, 62.80, 63.60, 62.35, 62.40, 62.55, 62.87, 26410, 16.60, 225, 17139, 64.90
MUKTAARTS, EQ, 29-Jun-2017, 100.40, 100.15, 104.90, 100.15, 102.15, 101.85, 102.33, 78448, 80.28, 1071, 35422, 45.15
MUNJALAU, EQ, 29-Jun-2017, 130.10, 130.05, 142.20, 130.00, 138.05, 137.75, 137.92, 393773, 543.10, 6148, 149543, 37.98
MUNJALSHOW, EQ, 29-Jun-2017, 192.10, 193.65, 199.25, 190.55, 195.00, 194.70, 196.01, 63881, 125.21, 1412, 19004, 29.75
MURUDCERA, EQ, 29-Jun-2017, 38.85, 39.00, 40.75, 39.00, 39.35, 39.55, 39.85, 44300, 17.65, 345, 25645, 57.89
MUTHOOTCAP, EQ, 29-Jun-2017, 502.70, 512.40, 516.60, 500.00, 504.50, 508.75, 508.37, 11293, 57.41, 590, 6003, 53.16
MUTHOOTFIN, EQ, 29-Jun-2017, 446.15, 449.40, 464.40, 447.95, 462.00, 460.10, 459.02, 830368, 3811.56, 12473, 297195, 35.79
MUTHOOTFIN, N9, 29-Jun-2017, 1000.00, 1003.65, 1003.65, 1000.00, 1000.00, 1000.00, 1000.73, 10, 0.10, 2, 10, 100.00
MUTHOOTFIN, NB, 29-Jun-2017, 1750.00, 1750.01, 1750.01, 1750.00, 1750.00, 1750.00, 1750.01, 40, 0.70, 3, 40, 100.00
MUTHOOTFIN, NC, 29-Jun-2017, 1935.00, 1931.01, 1931.01, 1931.01, 1931.01, 1931.01, 1931.01, 7, 0.14, 1, 7, 100.00
MVL, BE, 29-Jun-2017, 0.45, 0.50, 0.50, 0.45, 0.50, 0.50, 0.46, 240510, 1.12, 23, -, -
N100, EQ, 29-Jun-2017, 418.25, 419.95, 420.00, 414.00, 417.99, 417.98, 418.30, 1155, 4.83, 81, 882, 76.36
NABARD, N2, 29-Jun-2017, 1144.00, 1140.00, 1140.00, 1140.00, 1140.00, 1140.00, 1140.00, 525, 5.99, 3, 525, 100.00
NAGAAGRI, EQ, 29-Jun-2017, 31.45, 32.80, 32.95, 31.65, 31.80, 31.95, 32.27, 18404, 5.94, 92, 10331, 56.13
NAGAFERT, EQ, 29-Jun-2017, 16.20, 16.35, 16.50, 15.80, 16.05, 16.00, 16.16, 189298, 30.59, 532, 131816, 69.63
NAGAROIL, EQ, 29-Jun-2017, 4.05, 4.10, 4.15, 4.00, 4.00, 4.05, 4.07, 127708, 5.19, 195, 93523, 73.23
NAGREEKCAP, EQ, 29-Jun-2017, 19.75, 20.45, 21.65, 19.10, 20.00, 20.00, 20.61, 8263, 1.70, 54, 6456, 78.13
NAGREEKEXP, EQ, 29-Jun-2017, 28.10, 28.70, 29.40, 28.00, 29.40, 28.45, 28.39, 5030, 1.43, 91, 3490, 69.38
NAHARCAP, EQ, 29-Jun-2017, 106.70, 107.90, 109.00, 106.55, 108.00, 107.80, 107.28, 856, 0.92, 28, 723, 84.46
NAHARINDUS, EQ, 29-Jun-2017, 106.40, 107.85, 108.85, 107.00, 108.00, 108.00, 107.82, 26946, 29.05, 371, 18564, 68.89
NAHARPOLY, EQ, 29-Jun-2017, 53.95, 54.00, 55.20, 54.00, 54.75, 54.90, 54.63, 5483, 3.00, 47, 5370, 97.94
NAHARSPING, EQ, 29-Jun-2017, 120.40, 123.80, 127.50, 120.20, 124.00, 123.25, 124.23, 48044, 59.69, 567, 15687, 32.65
NAKODA, EQ, 29-Jun-2017, 0.40, 0.40, 0.40, 0.35, 0.40, 0.35, 0.36, 27164, 0.10, 28, 23427, 86.24
NANDANI, SM, 29-Jun-2017, 55.60, 55.90, 56.05, 55.90, 56.05, 56.05, 55.98, 4000, 2.24, 2, 4000, 100.00
NATCOPHARM, EQ, 29-Jun-2017, 941.70, 945.00, 958.80, 936.00, 936.20, 937.55, 946.01, 166439, 1574.53, 6994, 85177, 51.18
NATHBIOGEN, EQ, 29-Jun-2017, 316.30, 319.35, 328.00, 316.90, 320.00, 318.95, 322.73, 55898, 180.40, 1345, 27036, 48.37
NATIONALUM, EQ, 29-Jun-2017, 64.70, 65.00, 65.55, 64.10, 65.15, 65.10, 64.90, 1259894, 817.73, 7577, 615566, 48.86
NATNLSTEEL, BE, 29-Jun-2017, 23.70, 24.50, 24.85, 24.20, 24.85, 24.85, 24.67, 25554, 6.30, 67, -, -
NAUKRI, EQ, 29-Jun-2017, 990.30, 992.80, 1021.00, 975.50, 991.55, 993.00, 1000.41, 117974, 1180.23, 9419, 50717, 42.99
NAVINFLUOR, EQ, 29-Jun-2017, 3068.10, 3077.15, 3120.00, 3033.05, 3043.00, 3053.50, 3081.08, 7056, 217.40, 827, 4902, 69.47
NAVKARCORP, EQ, 29-Jun-2017, 204.30, 206.00, 214.25, 206.00, 210.40, 212.05, 211.49, 95052, 201.02, 5305, 64260, 67.61
NAVNETEDUL, EQ, 29-Jun-2017, 168.45, 170.90, 176.00, 170.45, 173.70, 173.55, 173.48, 66551, 115.45, 2738, 45527, 68.41
NBCC, EQ, 29-Jun-2017, 203.50, 204.35, 207.00, 203.75, 204.70, 204.30, 205.15, 1027744, 2108.41, 12653, 395395, 38.47
NBIFIN, EQ, 29-Jun-2017, 3950.00, 4080.00, 4080.00, 3910.00, 3999.90, 3999.90, 3931.66, 12, 0.47, 3, 11, 91.67
NBVENTURES, EQ, 29-Jun-2017, 125.80, 126.80, 132.20, 126.25, 131.00, 131.35, 130.10, 150340, 195.60, 2778, 88592, 58.93
NCC, EQ, 29-Jun-2017, 89.45, 89.90, 90.20, 88.60, 88.75, 89.10, 89.25, 7094536, 6332.17, 8599, 4650984, 65.56
NCLIND, EQ, 29-Jun-2017, 211.85, 212.00, 217.20, 212.00, 215.70, 214.70, 214.76, 50444, 108.34, 828, 36144, 71.65
NDGL, EQ, 29-Jun-2017, 660.00, 640.05, 693.00, 640.05, 693.00, 693.00, 686.82, 350, 2.40, 19, 310, 88.57
NDL, EQ, 29-Jun-2017, 129.25, 130.05, 134.75, 129.10, 133.20, 132.85, 132.21, 89387, 118.18, 1182, 45928, 51.38
NDTV, EQ, 29-Jun-2017, 51.65, 52.05, 52.65, 51.30, 51.55, 51.55, 51.84, 30194, 15.65, 296, 19773, 65.49
NECCLTD, EQ, 29-Jun-2017, 45.90, 45.10, 47.50, 45.10, 46.65, 46.60, 46.68, 108861, 50.81, 740, 74525, 68.46
NECLIFE, EQ, 29-Jun-2017, 31.25, 31.70, 31.90, 31.25, 31.90, 31.80, 31.64, 153197, 48.47, 818, 85546, 55.84
NELCAST, EQ, 29-Jun-2017, 61.65, 62.50, 68.10, 61.65, 63.70, 63.85, 65.78, 336950, 221.66, 3157, 85232, 25.30
NELCO, EQ, 29-Jun-2017, 92.15, 93.75, 96.70, 92.60, 93.40, 93.30, 94.56, 319272, 301.90, 3323, 73282, 22.95
NESCO, EQ, 29-Jun-2017, 2370.25, 2369.55, 2397.95, 2369.55, 2373.10, 2381.35, 2384.27, 1132, 26.99, 238, 919, 81.18
NESTLEIND, EQ, 29-Jun-2017, 6648.60, 6655.00, 6780.00, 6651.05, 6760.00, 6748.70, 6743.43, 32869, 2216.50, 4712, 21939, 66.75
NETWORK18, EQ, 29-Jun-2017, 49.65, 50.00, 51.15, 49.50, 50.00, 49.95, 50.42, 359193, 181.10, 2607, 160284, 44.62
NEULANDLAB, EQ, 29-Jun-2017, 1423.80, 1445.00, 1445.00, 1402.50, 1405.55, 1422.85, 1421.76, 3434, 48.82, 504, 1352, 39.37
NEXTMEDIA, EQ, 29-Jun-2017, 19.90, 19.65, 20.50, 18.95, 20.00, 20.15, 20.12, 53369, 10.74, 136, 27267, 51.09
NFL, EQ, 29-Jun-2017, 74.65, 74.65, 75.30, 72.20, 72.60, 72.45, 73.44, 210459, 154.57, 1876, 87894, 41.76
NH, EQ, 29-Jun-2017, 312.90, 313.05, 317.35, 312.40, 313.10, 314.70, 315.07, 26705, 84.14, 1617, 16543, 61.95
